CustomerID,Cluster,MerchantName,TransactionRank,TransactionRedeemedPoints,TransactionValue,TransactionFrom(days),CustomerLastTransactionFrom(days),Category
1285,1,Marketplace Central,1,1300,130.0,9.090909090909092,239,Grocery
1286,1,Marketplace Central,1,900,90.0,50.0,27,Grocery
1287,1,Marketplace Central,1,4100,410.0,50.0,26,Grocery
1288,1,Family Grocers,1,4160,416.0,20.0,110,Grocery
1289,1,Marketplace Central,1,1600,160.0,7.6923076923076925,303,Grocery
1290,1,Grill Emperor,1,884,88.4,16.666666666666664,126,F&B
1291,1,Nuts & Seeds Co.,1,2560,256.0,6.25,359,F&B
1292,1,Family Grocers,1,4109,410.9,20.0,94,Grocery
1293,1,Zest Market,1,3120,312.0,16.666666666666664,131,Grocery
1294,1,Marketplace Central,1,1730,173.0,50.0,27,Grocery
1295,1,Marketplace Central,1,1410,141.0,9.090909090909092,255,Grocery
1296,1,Marketplace Central,1,1818,181.8,16.666666666666664,127,Grocery
1297,1,Marketplace Central,1,2063,206.3,11.11111111111111,205,Grocery
1298,1,Marketplace Central,1,1540,154.0,8.333333333333332,268,Grocery
1299,5,Marketplace Central,1,860,86.0,25.0,9,Grocery
1299,5,Herbal Wellness,1,980,98.0,5.555555555555555,9,Health & Beauty
1299,5,Herbal Wellness,2,220,22.0,100.0,9,Health & Beauty
1299,5,Quick Stop,1,700,70.0,6.666666666666667,9,Grocery
1300,1,Family Grocers,1,1740,174.0,10.0,219,Grocery
1301,1,Threads Royale,1,1440,144.0,20.0,109,Fashion
1302,1,Marketplace Central,1,2850,285.0,50.0,27,Grocery
1303,1,Smokehouse Grill,1,2280,228.0,7.142857142857142,310,F&B
1304,1,Marketplace Central,1,6023,602.3,11.11111111111111,207,Grocery
1305,1,Marketplace Central,1,1980,198.0,33.33333333333333,59,Grocery
1306,1,Marketplace Central,1,1620,162.0,7.142857142857142,315,Grocery
1307,1,Marketplace Central,1,1680,168.0,7.6923076923076925,284,Grocery
1308,1,Grill Emperor,1,2100,210.0,50.0,30,F&B
1309,1,Peppers Diner,1,884,88.4,4.166666666666666,557,F&B
1310,1,Marketplace Central,1,1920,192.0,9.090909090909092,238,Grocery
1311,1,Marketplace Central,1,900,90.0,100.0,13,Grocery
1312,1,Marketplace Central,1,1540,154.0,20.0,113,Grocery
1313,1,Grill Emperor,1,2202,220.2,50.0,39,F&B
1314,1,Threads Royale,1,1240,124.0,14.285714285714285,148,Fashion
1315,1,Grill Emperor,1,2262,226.2,25.0,83,F&B
1316,5,TouchTech Innovations,1,2800,280.0,14.285714285714285,160,Electronics
1317,1,Threads Royale,1,3980,398.0,11.11111111111111,204,Fashion
1318,1,Marketplace Central,1,3360,336.0,8.333333333333332,271,Grocery
1319,1,Marketplace Central,1,1760,176.0,33.33333333333333,68,Grocery
1320,1,Marketplace Central,1,580,58.0,8.333333333333332,269,Grocery
1321,1,Family Grocers,1,1705,170.5,7.6923076923076925,290,Grocery
1322,1,Rainbow Electronics,1,1000,100.0,10.0,225,F&B
1323,1,Marketplace Central,1,5340,534.0,33.33333333333333,48,Grocery
1324,1,Smokehouse Grill,1,961,96.1,6.25,353,F&B
1325,1,Marketplace Central,1,2140,214.0,25.0,79,Grocery
1326,5,Threads Royale,1,6000,600.0,6.666666666666667,93,Fashion
1326,5,Threads Royale,2,4000,400.0,9.090909090909092,93,Fashion
1326,5,Threads Royale,3,6000,600.0,25.0,93,Fashion
1327,1,Grill Emperor,1,1020,102.0,5.555555555555555,416,F&B
1328,1,Marketplace Central,1,620,62.0,9.090909090909092,236,Grocery
1329,1,Marketplace Central,1,2080,208.0,50.0,34,Grocery
1330,1,Marketplace Central,1,8600,860.0,8.333333333333332,266,Grocery
1331,1,Marketplace Central,1,8770,877.0,100.0,19,Grocery
1332,1,Marketplace Central,1,450,45.0,9.090909090909092,250,Grocery
1333,1,Marketplace Central,1,1120,112.0,16.666666666666664,120,Grocery
1334,1,Marketplace Central,1,2553,255.3,33.33333333333333,49,Grocery
1335,1,Marketplace Central,1,1530,153.0,8.333333333333332,34,Grocery
1335,1,Marketplace Central,2,570,57.0,50.0,34,Grocery
1336,1,Marketplace Central,1,8000,800.0,25.0,86,Grocery
1337,1,Family Grocers,1,945,94.5,7.6923076923076925,289,Grocery
1338,1,Family Grocers,1,2060,206.0,7.6923076923076925,301,Grocery
1339,1,Marketplace Central,1,2580,258.0,50.0,32,Grocery
1340,1,Zest Market,1,1900,190.0,16.666666666666664,129,Grocery
1341,1,Zest Market,1,1430,143.0,50.0,34,Grocery
1342,1,Grill Emperor,1,2840,284.0,3.571428571428571,644,F&B
1343,1,Family Grocers,1,514,51.4,8.333333333333332,13,Grocery
1343,1,Marketplace Central,1,645,64.5,100.0,13,Grocery
1344,2,Herbal Wellness,1,3790,379.0,8.333333333333332,270,Health & Beauty
1345,1,Marketplace Central,1,1820,182.0,10.0,215,Grocery
1346,1,Marketplace Central,1,3250,325.0,50.0,20,Grocery
1346,1,Marketplace Central,2,400,40.0,100.0,20,Grocery
1347,5,Herbal Wellness,1,5820,582.0,50.0,32,Health & Beauty
1348,1,Marketplace Central,1,1900,190.0,33.33333333333333,62,Grocery
1349,1,Family Grocers,1,2140,214.0,7.6923076923076925,41,Grocery
1349,1,Marketplace Central,1,1570,157.0,50.0,41,Grocery
1350,1,Marketplace Central,1,980,98.0,16.666666666666664,5,Grocery
1350,1,Marketplace Central,2,260,26.0,100.0,5,Grocery
1351,1,Marketplace Central,1,10000,1000.0,16.666666666666664,60,Grocery
1351,1,Marketplace Central,2,3000,300.0,33.33333333333333,60,Grocery
1352,1,Smokehouse Grill,1,2740,274.0,8.333333333333332,267,F&B
1353,1,Smokehouse Grill,1,1760,176.0,16.666666666666664,131,F&B
1354,1,Zest Market,1,1000,100.0,50.0,32,Grocery
1355,4,Grill Emperor,1,1440,144.0,100.0,20,F&B
1356,1,Marketplace Central,1,2820,282.0,33.33333333333333,70,Grocery
1357,2,Herbal Wellness,1,1720,172.0,8.333333333333332,274,Health & Beauty
1358,1,Marketplace Central,1,9660,966.0,100.0,20,Grocery
1359,4,Grill Emperor,1,840,84.0,100.0,17,F&B
1359,4,Threads Royale,1,1040,104.0,6.666666666666667,17,Fashion
1360,1,Threads Royale,1,1960,196.0,9.090909090909092,247,Fashion
1361,1,Family Grocers,1,1120,112.0,11.11111111111111,210,Grocery
1362,1,Family Grocers,1,4840,484.0,10.0,227,Grocery
1363,1,Family Grocers,1,1949,194.9,7.6923076923076925,286,Grocery
1364,1,Marketplace Central,1,1060,106.0,9.090909090909092,20,Grocery
1364,1,Marketplace Central,2,450,45.0,100.0,20,Grocery
1365,1,Marketplace Central,1,2000,200.0,25.0,91,Grocery
1366,1,Grill Emperor,1,1720,172.0,6.25,20,F&B
1366,1,Marketplace Central,1,1140,114.0,100.0,20,Grocery
1367,1,Marketplace Central,1,1830,183.0,9.090909090909092,250,Grocery
1368,1,Marketplace Central,1,1930,193.0,50.0,34,Grocery
1369,1,Marketplace Central,1,4940,494.0,25.0,81,Grocery
1370,1,Grill Emperor,1,1433,143.3,8.333333333333332,277,F&B
1371,1,Marketplace Central,1,1480,148.0,50.0,27,Grocery
1372,1,Marketplace Central,1,11870,1187.0,100.0,20,Grocery
1373,1,Marketplace Central,1,1980,198.0,20.0,117,Grocery
1374,2,Nuts & Seeds Co.,1,4160,416.0,16.666666666666664,124,F&B
1374,2,Herbal Wellness,1,2740,274.0,7.142857142857142,124,Health & Beauty
1375,1,Marketplace Central,1,1660,166.0,33.33333333333333,63,Grocery
1376,1,Marketplace Central,1,1100,110.0,100.0,21,Grocery
1377,1,Marketplace Central,1,2160,216.0,50.0,28,Grocery
1378,1,Threads Royale,1,3140,314.0,10.0,219,Fashion
1379,1,Marketplace Central,1,3200,320.0,14.285714285714285,163,Grocery
1380,1,Cakeland,1,1280,128.0,10.0,231,F&B
1381,1,Marketplace Central,1,1720,172.0,50.0,27,Grocery
1382,1,Family Grocers,1,2138,213.8,50.0,34,Grocery
1383,1,Marketplace Central,1,2280,228.0,50.0,37,Grocery
1384,1,Marketplace Central,1,2260,226.0,10.0,214,Grocery
1385,1,Family Grocers,1,2854,285.4,33.33333333333333,58,Grocery
1386,1,Marketplace Central,1,2720,272.0,100.0,12,Grocery
1387,1,Marketplace Central,1,1420,142.0,50.0,34,Grocery
1388,1,Marketplace Central,1,2340,234.0,33.33333333333333,61,Grocery
1389,1,Marketplace Central,1,1580,158.0,33.33333333333333,59,Grocery
1390,1,Family Grocers,1,1700,170.0,11.11111111111111,195,Grocery
1391,1,Marketplace Central,1,2260,226.0,100.0,5,Grocery
1392,5,Herbal Wellness,1,2180,218.0,5.88235294117647,14,Health & Beauty
1392,5,Herbal Wellness,2,620,62.0,8.333333333333332,14,Health & Beauty
1392,5,Herbal Wellness,3,900,90.0,100.0,14,Health & Beauty
1393,1,Grill Emperor,1,2120,212.0,10.0,229,F&B
1394,2,Herbal Wellness,1,3480,348.0,12.5,181,Health & Beauty
1395,1,Quick Stop,1,1000,100.0,7.6923076923076925,299,Grocery
1396,1,Marketplace Central,1,2010,201.0,100.0,20,Grocery
1397,1,Marketplace Central,1,1760,176.0,7.6923076923076925,302,Grocery
1398,1,Marketplace Central,1,1840,184.0,12.5,167,Grocery
1399,1,Marketplace Central,1,1640,164.0,10.0,233,Grocery
1400,1,Family Grocers,1,1120,112.0,9.090909090909092,255,Grocery
1401,1,Marketplace Central,1,1580,158.0,25.0,78,Grocery
1402,1,Family Grocers,1,1780,178.0,16.666666666666664,136,Grocery
1403,1,Family Grocers,1,1507,150.7,9.090909090909092,237,Grocery
1404,2,Herbal Wellness,1,2220,222.0,11.11111111111111,188,Health & Beauty
1405,1,Marketplace Central,1,8500,850.0,9.090909090909092,250,Grocery
1406,1,Marketplace Central,1,11720,1172.0,100.0,24,Grocery
1407,1,Marketplace Central,1,1680,168.0,100.0,20,Grocery
1408,1,Family Grocers,1,1466,146.6,7.6923076923076925,292,Grocery
1409,1,Marketplace Central,1,4600,460.0,100.0,19,Grocery
1410,1,Family Grocers,1,1835,183.5,14.285714285714285,155,Grocery
1411,1,Marketplace Central,1,4480,448.0,25.0,78,Grocery
1412,1,Marketplace Central,1,1897,189.7,100.0,19,Grocery
1413,1,Marketplace Central,1,240,24.0,33.33333333333333,68,Grocery
1414,1,Marketplace Central,1,3060,306.0,7.6923076923076925,287,Grocery
1415,1,Marketplace Central,1,1520,152.0,7.6923076923076925,101,Grocery
1415,1,Marketplace Central,2,380,38.0,20.0,101,Grocery
1416,1,Grill Emperor,1,900,90.0,9.090909090909092,243,F&B
1417,1,Family Grocers,1,700,70.0,20.0,98,Grocery
1418,1,Marketplace Central,1,10000,1000.0,12.5,132,Grocery
1418,1,Marketplace Central,2,7300,730.0,16.666666666666664,132,Grocery
1419,2,Herbal Wellness,1,2020,202.0,50.0,34,Health & Beauty
1420,1,Marketplace Central,1,1380,138.0,11.11111111111111,204,Grocery
1421,1,Marketplace Central,1,2600,260.0,25.0,79,Grocery
1422,1,Marketplace Central,1,5700,570.0,100.0,3,Grocery
1423,1,Marketplace Central,1,1940,194.0,100.0,20,Grocery
1424,1,Marketplace Central,1,6410,641.0,50.0,27,Grocery
1425,2,Herbal Wellness,1,680,68.0,5.263157894736842,432,Health & Beauty
1426,1,Threads Royale,1,620,62.0,10.0,60,Fashion
1426,1,Threads Royale,2,500,50.0,33.33333333333333,60,Fashion
1427,1,Threads Royale,1,1400,140.0,7.6923076923076925,289,Fashion
1428,1,Marketplace Central,1,1720,172.0,16.666666666666664,138,Grocery
1429,3,City Squad Fashions,1,5080,508.0,100.0,13,Fashion
1430,1,Marketplace Central,1,1554,155.4,10.0,229,Grocery
1431,1,Threads Royale,1,2800,280.0,25.0,91,Fashion
1432,1,Marketplace Central,1,2900,290.0,16.666666666666664,131,Grocery
1433,1,Marketplace Central,1,2491,249.1,100.0,19,Grocery
1434,1,Threads Royale,1,1600,160.0,9.090909090909092,253,Fashion
1435,1,Marketplace Central,1,1140,114.0,12.5,175,Grocery
1436,1,Family Grocers,1,1924,192.4,16.666666666666664,121,Grocery
1437,1,Marketplace Central,1,3430,343.0,50.0,34,Grocery
1437,1,Cakeland,1,3600,360.0,9.090909090909092,34,F&B
1438,4,Grill Emperor,1,2000,200.0,100.0,8,F&B
1438,4,Grill Emperor,2,800,80.0,100.0,8,F&B
1439,1,Marketplace Central,1,1840,184.0,25.0,74,Grocery
1440,1,Zest Market,1,1420,142.0,11.11111111111111,188,Grocery
1441,1,Threads Royale,1,1640,164.0,7.6923076923076925,300,Fashion
1442,1,City Squad Fashions,1,1800,180.0,16.666666666666664,137,Fashion
1443,1,Family Grocers,1,1600,160.0,33.33333333333333,68,Grocery
1444,1,Marketplace Central,1,2340,234.0,50.0,38,Grocery
1445,1,Marketplace Central,1,1140,114.0,8.333333333333332,267,Grocery
1446,1,Smokehouse Grill,1,2780,278.0,50.0,27,F&B
1447,1,Marketplace Central,1,3600,360.0,50.0,45,Grocery
1448,1,Grandpa’s Kitchen,1,16740,1674.0,50.0,34,F&B
1449,1,Family Grocers,1,693,69.3,7.6923076923076925,297,Grocery
1450,1,Threads Royale,1,2760,276.0,25.0,88,Fashion
1451,1,Marketplace Central,1,1700,170.0,14.285714285714285,155,Grocery
1452,1,Marketplace Central,1,475,47.5,50.0,34,Grocery
1453,1,Marketplace Central,1,5350,535.0,8.333333333333332,41,Grocery
1453,1,Marketplace Central,2,2800,280.0,12.5,41,Grocery
1453,1,Marketplace Central,3,3510,351.0,50.0,41,Grocery
1454,1,Aroma Beans,1,1320,132.0,7.142857142857142,321,F&B
1455,1,Family Grocers,1,2597,259.7,7.6923076923076925,290,Grocery
1456,1,Marketplace Central,1,1580,158.0,100.0,8,Grocery
1457,5,TouchTech Innovations,1,4700,470.0,11.11111111111111,196,Electronics
1458,1,Marketplace Central,1,3290,329.0,9.090909090909092,71,Grocery
1458,1,Marketplace Central,2,2359,235.9,25.0,71,Grocery
1459,1,Quick Stop,1,1129,112.9,6.25,358,Grocery
1460,1,Marketplace Central,1,1680,168.0,25.0,91,Grocery
1461,1,Marketplace Central,1,2426,242.6,33.33333333333333,56,Grocery
1462,1,Marketplace Central,1,1300,130.0,9.090909090909092,253,Grocery
1463,1,Family Grocers,1,2448,244.8,25.0,80,Grocery
1464,1,Marketplace Central,1,1590,159.0,8.333333333333332,269,Grocery
1465,1,Zest Market,1,1790,179.0,100.0,23,Grocery
1466,1,Marketplace Central,1,1280,128.0,50.0,34,Grocery
1467,1,Marketplace Central,1,680,68.0,100.0,17,Grocery
1467,1,Zest Market,1,1670,167.0,8.333333333333332,17,Grocery
1468,1,Family Grocers,1,1655,165.5,9.090909090909092,244,Grocery
1469,1,Marketplace Central,1,3800,380.0,33.33333333333333,67,Grocery
1470,1,Marketplace Central,1,2400,240.0,50.0,41,Grocery
1471,1,Marketplace Central,1,2180,218.0,33.33333333333333,54,Grocery
1472,1,Family Grocers,1,2499,249.9,9.090909090909092,27,Grocery
1472,1,Zanobia Textiles,1,600,60.0,50.0,27,F&B
1473,1,Marketplace Central,1,2000,200.0,33.33333333333333,59,Grocery
1474,1,Marketplace Central,1,1800,180.0,50.0,39,Grocery
1475,1,Marketplace Central,1,2640,264.0,6.666666666666667,69,Grocery
1475,1,Marketplace Central,2,2760,276.0,33.33333333333333,69,Grocery
1476,1,Grill Emperor,1,2700,270.0,12.5,168,F&B
1477,1,Family Grocers,1,2194,219.4,12.5,178,Grocery
1478,1,Threads Royale,1,2780,278.0,14.285714285714285,151,Fashion
1479,1,Family Grocers,1,840,84.0,9.090909090909092,235,Grocery
1480,1,Grill Emperor,1,2777,277.7,50.0,33,F&B
1481,1,Marketplace Central,1,1620,162.0,12.5,180,Grocery
1482,1,Marketplace Central,1,4480,448.0,8.333333333333332,271,Grocery
1483,1,Family Grocers,1,1196,119.6,9.090909090909092,255,Grocery
1484,1,Marketplace Central,1,8940,894.0,8.333333333333332,269,Grocery
1485,1,Marketplace Central,1,2900,290.0,100.0,12,Grocery
1486,1,Family Grocers,1,3035,303.5,11.11111111111111,208,Grocery
1487,1,Marketplace Central,1,1840,184.0,50.0,47,Grocery
1488,1,Family Grocers,1,2527,252.7,8.333333333333332,259,Grocery
1489,1,Marketplace Central,1,2100,210.0,10.0,219,Grocery
1490,1,Marketplace Central,1,3070,307.0,100.0,20,Grocery
1491,1,Marketplace Central,1,3508,350.8,100.0,13,Grocery
1492,1,Grill Emperor,1,2060,206.0,7.6923076923076925,285,F&B
1493,1,Threads Royale,1,900,90.0,12.5,184,Fashion
1494,1,Threads Royale,1,1510,151.0,7.142857142857142,304,Fashion
1495,1,Smokehouse Grill,1,2180,218.0,25.0,83,F&B
1496,1,Threads Royale,1,6480,648.0,50.0,36,Fashion
1497,1,Nuts & Seeds Co.,1,2390,239.0,8.333333333333332,272,F&B
1498,1,Marketplace Central,1,3280,328.0,10.0,57,Grocery
1498,1,Marketplace Central,2,4860,486.0,33.33333333333333,57,Grocery
1498,1,Smokehouse Grill,1,4500,450.0,6.25,57,F&B
1499,1,Marketplace Central,1,4780,478.0,20.0,107,Grocery
1500,1,Zest Market,1,1597,159.7,8.333333333333332,270,Grocery
1501,1,Marketplace Central,1,4980,498.0,100.0,20,Grocery
1501,1,Threads Royale,1,5540,554.0,11.11111111111111,20,Fashion
1502,1,Peppers Diner,1,12800,1280.0,7.142857142857142,320,F&B
1503,1,Marketplace Central,1,1600,160.0,16.666666666666664,128,Grocery
1504,1,Family Grocers,1,1697,169.7,12.5,172,Grocery
1505,1,Marketplace Central,1,6610,661.0,8.333333333333332,270,Grocery
1506,1,Marketplace Central,1,3240,324.0,100.0,18,Grocery
1507,1,Threads Royale,1,1460,146.0,12.5,185,Fashion
1508,1,Family Grocers,1,2850,285.0,10.0,216,Grocery
1509,1,Family Grocers,1,2040,204.0,33.33333333333333,60,Grocery
1510,1,Marketplace Central,1,6350,635.0,8.333333333333332,270,Grocery
1511,1,Threads Royale,1,1800,180.0,10.0,220,Fashion
1512,1,Marketplace Central,1,3940,394.0,33.33333333333333,67,Grocery
1513,1,Marketplace Central,1,2700,270.0,25.0,82,Grocery
1514,1,Marketplace Central,1,5000,500.0,100.0,20,Grocery
1515,1,Marketplace Central,1,3940,394.0,100.0,11,Grocery
1516,1,Family Grocers,1,11278,1127.8,7.6923076923076925,153,Grocery
1516,1,Family Grocers,2,2400,240.0,8.333333333333332,153,Grocery
1516,1,Family Grocers,3,3052,305.2,10.0,153,Grocery
1516,1,Family Grocers,4,8360,836.0,14.285714285714285,153,Grocery
1517,1,Marketplace Central,1,1560,156.0,33.33333333333333,69,Grocery
1518,1,Threads Royale,1,4450,445.0,8.333333333333332,215,Fashion
1518,1,Threads Royale,2,2440,244.0,10.0,215,Fashion
1519,1,Family Grocers,1,1624,162.4,10.0,227,Grocery
1520,1,Family Grocers,1,430,43.0,8.333333333333332,257,Grocery
1520,1,Family Grocers,2,1303,130.3,8.333333333333332,257,Grocery
1521,1,Marketplace Central,1,900,90.0,50.0,40,Grocery
1522,1,Marketplace Central,1,2800,280.0,33.33333333333333,60,Grocery
1523,1,Family Grocers,1,1495,149.5,7.142857142857142,20,Grocery
1523,1,Marketplace Central,1,1110,111.0,100.0,20,Grocery
1524,1,Family Grocers,1,2011,201.1,16.666666666666664,119,Grocery
1525,1,Marketplace Central,1,4291,429.1,25.0,82,Grocery
1525,1,Marketplace Central,2,4291,429.1,25.0,82,Grocery
1526,1,Marketplace Central,1,2640,264.0,100.0,9,Grocery
1527,1,Marketplace Central,1,1503,150.3,8.333333333333332,186,Grocery
1527,1,Marketplace Central,2,3060,306.0,12.5,186,Grocery
1527,1,Zest Market,1,7140,714.0,7.142857142857142,186,Grocery
1528,1,Marketplace Central,1,2720,272.0,50.0,34,Grocery
1529,1,Threads Royale,1,2100,210.0,16.666666666666664,122,Fashion
1530,1,Zest Market,1,1230,123.0,100.0,24,Grocery
1531,1,Marketplace Central,1,3601,360.1,10.0,215,Grocery
1532,1,Aroma Beans,1,1700,170.0,8.333333333333332,273,F&B
1533,1,Marketplace Central,1,2560,256.0,50.0,40,Grocery
1534,1,Marketplace Central,1,4020,402.0,9.090909090909092,251,Grocery
1535,1,Marketplace Central,1,4350,435.0,50.0,34,Grocery
1536,1,Marketplace Central,1,380,38.0,14.285714285714285,146,Grocery
1537,1,Grill Emperor,1,1245,124.5,7.142857142857142,306,F&B
1538,1,Marketplace Central,1,3700,370.0,25.0,83,Grocery
1539,1,Marketplace Central,1,1920,192.0,9.090909090909092,253,Grocery
1540,1,Family Grocers,1,1840,184.0,10.0,21,Grocery
1540,1,Marketplace Central,1,840,84.0,100.0,21,Grocery
1541,1,Family Grocers,1,1434,143.4,9.090909090909092,251,Grocery
1542,1,Grill Emperor,1,1980,198.0,11.11111111111111,192,F&B
1543,1,Family Grocers,1,1956,195.6,20.0,110,Grocery
1544,1,Marketplace Central,1,1680,168.0,9.090909090909092,251,Grocery
1545,1,Zest Market,1,1500,150.0,50.0,25,Grocery
1546,1,FryBird,1,2080,208.0,50.0,32,F&B
1547,1,Marketplace Central,1,630,63.0,9.090909090909092,256,Grocery
1548,1,Marketplace Central,1,1640,164.0,20.0,115,Grocery
1549,1,Aroma Beans,1,1800,180.0,5.0,254,F&B
1549,1,Aroma Beans,2,1050,105.0,9.090909090909092,254,F&B
1550,1,Marketplace Central,1,21500,2150.0,8.333333333333332,269,Grocery
1550,1,Marketplace Central,2,21500,2150.0,8.333333333333332,269,Grocery
1551,1,Marketplace Central,1,1960,196.0,25.0,71,Grocery
1552,1,Marketplace Central,1,1220,122.0,8.333333333333332,267,Grocery
1553,1,Marketplace Central,1,2200,220.0,9.090909090909092,236,Grocery
1554,1,Marketplace Central,1,3220,322.0,33.33333333333333,70,Grocery
1554,1,Aroma Beans,1,2500,250.0,8.333333333333332,70,F&B
1555,1,Marketplace Central,1,1985,198.5,25.0,78,Grocery
1556,1,Smokehouse Grill,1,1340,134.0,7.6923076923076925,281,F&B
1557,1,Threads Royale,1,3380,338.0,9.090909090909092,244,Fashion
1558,1,Marketplace Central,1,1860,186.0,100.0,5,Grocery
1559,1,Family Grocers,1,1762,176.2,25.0,77,Grocery
1560,1,Marketplace Central,1,1180,118.0,8.333333333333332,259,Grocery
1561,1,Marketplace Central,1,2240,224.0,33.33333333333333,48,Grocery
1561,1,Threads Royale,1,2280,228.0,9.090909090909092,48,Fashion
1562,1,Family Grocers,1,126,12.6,9.090909090909092,256,Grocery
1563,1,Grill Emperor,1,2020,202.0,10.0,226,F&B
1564,1,Marketplace Central,1,2700,270.0,100.0,12,Grocery
1565,1,Marketplace Central,1,1400,140.0,8.333333333333332,271,Grocery
1566,2,Herbal Wellness,1,3520,352.0,50.0,32,Health & Beauty
1567,1,Marketplace Central,1,2500,250.0,50.0,33,Grocery
1568,1,Family Grocers,1,1516,151.6,16.666666666666664,124,Grocery
1569,1,Family Grocers,1,2027,202.7,33.33333333333333,49,Grocery
1570,1,Marketplace Central,1,4160,416.0,25.0,58,Grocery
1570,1,Marketplace Central,2,6160,616.0,33.33333333333333,58,Grocery
1570,1,Marketplace Central,3,2800,280.0,33.33333333333333,58,Grocery
1571,4,Grill Emperor,1,2460,246.0,100.0,2,F&B
1572,1,Smokehouse Grill,1,2988,298.8,6.666666666666667,334,F&B
1573,1,Zest Market,1,1250,125.0,50.0,34,Grocery
1574,1,Grill Emperor,1,1520,152.0,6.666666666666667,327,F&B
1575,1,Family Grocers,1,2600,260.0,7.6923076923076925,291,Grocery
1576,5,Herbal Wellness,1,2740,274.0,100.0,12,Health & Beauty
1577,1,Marketplace Central,1,1490,149.0,9.090909090909092,235,Grocery
1577,1,Marketplace Central,2,2160,216.0,9.090909090909092,235,Grocery
1578,1,Marketplace Central,1,4700,470.0,20.0,114,Grocery
1579,1,Marketplace Central,1,1720,172.0,8.333333333333332,269,Grocery
1580,1,Grill Emperor,1,1720,172.0,6.666666666666667,34,F&B
1580,1,Grill Emperor,2,1240,124.0,14.285714285714285,34,F&B
1580,1,Grill Emperor,3,530,53.0,50.0,34,F&B
1581,1,Nuts & Seeds Co.,1,3030,303.0,50.0,34,F&B
1582,1,Marketplace Central,1,1260,126.0,11.11111111111111,189,Grocery
1583,1,Zest Market,1,1977,197.7,16.666666666666664,125,Grocery
1584,1,Marketplace Central,1,2380,238.0,100.0,5,Grocery
1585,4,Nuts & Seeds Co.,1,1300,130.0,100.0,14,F&B
1586,1,Zest Market,1,1620,162.0,50.0,42,Grocery
1587,5,Herbal Wellness,1,2200,220.0,100.0,3,Health & Beauty
1588,1,Marketplace Central,1,3600,360.0,50.0,34,Grocery
1588,1,Aroma Beans,1,4080,408.0,5.88235294117647,34,F&B
1589,5,Gizmo Genius,1,8720,872.0,20.0,115,Electronics
1590,1,City Squad Fashions,1,5780,578.0,33.33333333333333,54,Fashion
1591,1,Nuts & Seeds Co.,1,1800,180.0,7.142857142857142,322,F&B
1592,1,Marketplace Central,1,1910,191.0,50.0,34,Grocery
1593,3,Retro Rewind,1,1170,117.0,100.0,20,Fashion
1594,1,Family Grocers,1,1314,131.4,7.6923076923076925,302,Grocery
1595,1,Marketplace Central,1,3210,321.0,50.0,34,Grocery
1596,1,Marketplace Central,1,1820,182.0,12.5,179,Grocery
1597,1,Marketplace Central,1,740,74.0,50.0,41,Grocery
1597,1,Aroma Beans,1,2700,270.0,11.11111111111111,41,F&B
1598,1,Marketplace Central,1,1840,184.0,12.5,174,Grocery
1599,2,Family Grocers,1,1214,121.4,7.6923076923076925,49,Grocery
1599,2,Herbal Wellness,1,780,78.0,33.33333333333333,49,Health & Beauty
1600,1,Marketplace Central,1,880,88.0,9.090909090909092,6,Grocery
1600,1,Marketplace Central,2,331,33.1,14.285714285714285,6,Grocery
1600,1,Marketplace Central,3,380,38.0,100.0,6,Grocery
1601,1,Marketplace Central,1,2240,224.0,100.0,19,Grocery
1602,1,Cakeland,1,1260,126.0,9.090909090909092,251,F&B
1603,1,Family Grocers,1,7539,753.9,16.666666666666664,123,Grocery
1604,1,Threads Royale,1,3260,326.0,7.142857142857142,309,Fashion
1605,5,Herbal Wellness,1,11000,1100.0,14.285714285714285,146,Health & Beauty
1606,1,Marketplace Central,1,1500,150.0,25.0,81,Grocery
1607,1,Marketplace Central,1,1750,175.0,9.090909090909092,251,Grocery
1608,1,Marketplace Central,1,1800,180.0,25.0,86,Grocery
1609,1,Marketplace Central,1,6100,610.0,14.285714285714285,85,Grocery
1609,1,Marketplace Central,2,487,48.7,25.0,85,Grocery
1610,1,Marketplace Central,1,3850,385.0,100.0,13,Grocery
1611,1,Family Grocers,1,1500,150.0,12.5,181,Grocery
1612,1,Grill Emperor,1,9000,900.0,7.142857142857142,78,F&B
1612,1,Marketplace Central,1,3680,368.0,8.333333333333332,78,Grocery
1612,1,Marketplace Central,2,820,82.0,9.090909090909092,78,Grocery
1612,1,Marketplace Central,3,2180,218.0,11.11111111111111,78,Grocery
1612,1,Marketplace Central,4,920,92.0,12.5,78,Grocery
1612,1,Marketplace Central,5,3880,388.0,25.0,78,Grocery
1613,1,Marketplace Central,1,2880,288.0,100.0,1,Grocery
1614,1,Family Grocers,1,1505,150.5,7.6923076923076925,280,Grocery
1615,1,Family Grocers,1,4633,463.3,12.5,164,Grocery
1616,1,Marketplace Central,1,1500,150.0,8.333333333333332,265,Grocery
1617,1,Threads Royale,1,900,90.0,20.0,111,Fashion
1618,1,Marketplace Central,1,2150,215.0,50.0,41,Grocery
1619,1,Marketplace Central,1,2288,228.8,11.11111111111111,210,Grocery
1620,1,Grill Emperor,1,2425,242.5,33.33333333333333,52,F&B
1621,1,Marketplace Central,1,1900,190.0,33.33333333333333,59,Grocery
1622,1,Grill Emperor,1,1310,131.0,20.0,97,F&B
